"ShaderTypeName","ShaderType","Frequency","NumShaders","ShadersSize"
"FClearReplacementCS_Buffer_Float_Bounds","Global","SF_Compute","1","335"
"FClearReplacementCS_Buffer_Sint4_Bounds","Global","SF_Compute","1","334"
"FClearReplacementCS_Buffer_Uint","Global","SF_Compute","1","191"
"FClearReplacementCS_Buffer_Uint4","Global","SF_Compute","1","191"
"FClearReplacementCS_Buffer_Uint4_Bounds","Global","SF_Compute","1","334"
"FClearReplacementCS_Buffer_Uint_Bounds","Global","SF_Compute","1","335"
"FClearReplacementCS_Buffer_Uint_Zero","Global","SF_Compute","1","164"
"FClearReplacementCS_LargeBuffer_Float4_Bounds","Global","SF_Compute","1","335"
"FClearReplacementCS_LargeBuffer_Float_Bounds","Global","SF_Compute","1","336"
"FClearReplacementCS_LargeBuffer_Sint4_Bounds","Global","SF_Compute","1","335"
"FClearReplacementCS_LargeBuffer_Uint","Global","SF_Compute","1","193"
"FClearReplacementCS_LargeBuffer_Uint4","Global","SF_Compute","1","193"
"FClearReplacementCS_LargeBuffer_Uint4_Bounds","Global","SF_Compute","1","335"
"FClearReplacementCS_LargeBuffer_Uint_Bounds","Global","SF_Compute","1","335"
"FClearReplacementCS_StructuredBuffer_Float4_Bounds","Global","SF_Compute","1","334"
"FClearReplacementCS_StructuredBuffer_Float_Bounds","Global","SF_Compute","1","332"
"FClearReplacementCS_StructuredBuffer_Sint4_Bounds","Global","SF_Compute","1","334"
"FClearReplacementCS_StructuredBuffer_Uint","Global","SF_Compute","1","191"
"FClearReplacementCS_StructuredBuffer_Uint4","Global","SF_Compute","1","191"
"FClearReplacementCS_StructuredBuffer_Uint4_Bounds","Global","SF_Compute","1","334"
"FClearReplacementCS_StructuredBuffer_Uint_Bounds","Global","SF_Compute","1","332"
"FClearReplacementCS_StructuredBuffer_Uint_Zero","Global","SF_Compute","1","163"
"FClearReplacementCS_Texture2DArray_Float4","Global","SF_Compute","1","191"
"FClearReplacementCS_Texture2DArray_Float4_Bounds","Global","SF_Compute","1","295"
"FClearReplacementCS_Texture2DArray_Sint4_Bounds","Global","SF_Compute","1","295"
"FClearReplacementCS_Texture2DArray_Uint","Global","SF_Compute","1","191"
"FClearReplacementCS_Texture2DArray_Uint4","Global","SF_Compute","1","191"
"FClearReplacementCS_Texture2DArray_Uint4_Bounds","Global","SF_Compute","1","295"
"FClearReplacementCS_Texture2DArray_Uint_Zero","Global","SF_Compute","1","164"
"FClearReplacementCS_Texture2D_Float4","Global","SF_Compute","1","191"
"FClearReplacementCS_Texture2D_Float4_Bounds","Global","SF_Compute","1","273"
"FClearReplacementCS_Texture2D_Sint4_Bounds","Global","SF_Compute","1","273"
"FClearReplacementCS_Texture2D_Uint4","Global","SF_Compute","1","191"
"FClearReplacementCS_Texture2D_Uint4_Bounds","Global","SF_Compute","1","273"
"FClearReplacementCS_Texture3D_Float4","Global","SF_Compute","1","191"
"FClearReplacementCS_Texture3D_Float4_Bounds","Global","SF_Compute","1","295"
"FClearReplacementCS_Texture3D_Sint4_Bounds","Global","SF_Compute","1","295"
"FClearReplacementCS_Texture3D_Uint4","Global","SF_Compute","1","191"
"FClearReplacementCS_Texture3D_Uint4_Bounds","Global","SF_Compute","1","295"
"FClearReplacementPS","Global","SF_Pixel","1","173"
"FClearReplacementPS_128","Global","SF_Pixel","1","173"
"FClearReplacementPS_Zero","Global","SF_Pixel","1","249"
"FClearReplacementVS","Global","SF_Vertex","1","273"
"FClearReplacementVS_Bounds","Global","SF_Vertex","1","309"
"FClearReplacementVS_Depth","Global","SF_Vertex","1","312"
"FClearTranslucentLightingVolumeCS","Global","SF_Compute","1","269"
"FClearUAVBuildIndirectDispatchBufferCS","Global","SF_Compute","1","502"
"FClearUAVCS","Global","SF_Compute","1","327"
"FClearUAVRectsPS","Global","SF_Pixel","1","237"
"FClearUIntGraphicPS","Global","SF_Pixel","3","567"
"FClearVelocityGridCS","Global","SF_Compute","1","331"
"FCloudShadowFilterCS","Global","SF_Compute","2","1291"
"FCloudShadowTemporalProcessCS","Global","SF_Compute","1","826"
"FClusteredShadingPS","Global","SF_Pixel","16","171513"
"FClusteredShadingVS","Global","SF_Vertex","1","583"
"FCombineConeVisibilityCS","Global","SF_Compute","1","707"
"FCombineShadingRateTexturesCS","Global","SF_Compute","1","356"
"FCombineVolumetricShadowMapsCS","Global","SF_Compute","2","3753"
"FCompactFeedbackHashTableCS","Global","SF_Compute","2","894"
"FCompactViewsVSM_CS","Global","SF_Compute","1","1497"
"FCompactVisibleInstancesCs","Global","SF_Compute","1","855"
"FComplexFFTPassCS","Global","SF_Compute","1","1115"
"FComplexMultiplyImagesCS","Global","SF_Compute","1","684"
"FComposeHeightfieldsIntoPagesCS","Global","SF_Compute","2","5396"
"FComposeMeshEdgesPS","Global","SF_Pixel","4","3070"
"FComposeSeparateTranslucencyPS","Global","SF_Pixel","2","1711"
"FComposeVolumetricRTOverScenePS","Global","SF_Pixel","64","283798"
"FCompositeAnimatedVectorFieldCS","Global","SF_Compute","1","801"
"FCompositeCoreDilateShader","Global","SF_Compute","3","2390"
"FCompositeCoreDisplayTransformShader","Global","SF_Pixel","1","471"
"FCompositeCoreMergeShader","Global","SF_Pixel","2","2283"
"FCompositeEditorPrimitivesPS","Global","SF_Pixel","14","11971"
"FCompositeHDRForBlurPS","Global","SF_Pixel","2","1672"
"FCompositeHeightfieldsIntoObjectGridPagesCS","Global","SF_Compute","1","3141"
"FCompositeObjectsIntoObjectGridPagesCS","Global","SF_Compute","8","19301"
"FCompositeObjectsIntoPagesCS","Global","SF_Compute","16","35094"
"FCompositePS","Global","SF_Pixel","4","7102"
"FCompressVolumetricShadowMapCS","Global","SF_Compute","1","1381"
"FComputeBrightnessPS","Global","SF_Pixel","1","459"
"FComputeCubeMaxLuminancePS","Global","SF_Pixel","1","434"
"FComputeCulledObjectStartOffsetCS","Global","SF_Compute","1","497"
"FComputeCulledTilesStartOffsetCS","Global","SF_Compute","1","564"
"FComputeDistanceFieldAssetWantedMipsCS","Global","SF_Compute","1","830"
"FComputeDistanceFieldNormalCS","Global","SF_Compute","1","553"
"FComputeDistanceFieldNormalPS","Global","SF_Pixel","1","569"
"FComputeLightDirectionFromVolumetricLightmapCS","Global","SF_Compute","1","1235"
"FComputeSkyEnvMapDiffuseIrradianceCS","Global","SF_Compute","1","2244"
"FComputeVariableRateShadingImageGeneration","Global","SF_Compute","1","397"
"FConeTraceScreenGridGlobalOcclusionCS","Global","SF_Compute","2","3704"
"FConeTraceScreenGridObjectOcclusionCS","Global","SF_Compute","4","11032"
"FConvertBeerLawShadowMapToVolumetricShadowMapCS","Global","SF_Compute","1","677"
"FConvertTexture3DFixedPointToFloatCS","Global","SF_Compute","1","268"
"FConvolveSpecularFaceCS","Global","SF_Compute","1","1826"
"FCopyBackgroundVisibilityPS","Global","SF_Pixel","2","551"
"FCopyCompressCS","Global","SF_Compute","20","32248"
"FCopyCubemapToCubeFacePS","Global","SF_Pixel","1","725"
"FCopyCubemapToIlluminanceMeterCubemapPS","Global","SF_Pixel","1","652"
"FCopyDepthPS","Global","SF_Pixel","4","1214"
"FCopyDiffuseIrradiancePS","Global","SF_Pixel","1","820"
"FCopyDistanceFieldAtlasCS","Global","SF_Compute","1","236"
"FCopyDistanceFieldIndirectionAtlasCS","Global","SF_Compute","1","410"
"FCopyEyeAdaptationToTextureCS","Global","SF_Compute","1","215"
"FCopyIndirectBufferCS","Global","SF_Compute","1","446"
"FCopyMaxIntoMajorantVoxelGridCS","Global","SF_Compute","1","206"
"FCopyQuadsMultiSourcePSDefault","Global","SF_Pixel","2","1730"
"FCopyQuadsPS","Global","SF_Pixel","1","308"
"FCopyRectPS","Global","SF_Pixel","1","229"
"FCopyRectSrvPS","Global","SF_Pixel","1","229"
"FCopySceneColorPS","Global","SF_Pixel","1","401"
"FCopySceneColorTexturePS","Global","SF_Pixel","1","561"
"FCopySceneColorToCubeFacePS","Global","SF_Pixel","1","716"
"FCopyShadowMaps2DPS","Global","SF_Pixel","1","312"
"FCopyShadowMapsCubeGS","Global","SF_Geometry","1","591"
"FCopyShadowMapsCubePS","Global","SF_Pixel","1","612"
"FCopyStencilToLightingChannelsPS","Global","SF_Pixel","1","413"
"FCopyTexture3D","Global","SF_Compute","1","339"
"FCopyTextureCS_Texture2DArray_Texture2DArray_Float4","Global","SF_Compute","1","347"
"FCopyTextureCS_Texture2DArray_Texture2DArray_Int324","Global","SF_Compute","1","345"
"FCopyTextureCS_Texture2DArray_Texture2DArray_Uint324","Global","SF_Compute","1","347"
"FCopyTextureCS_Texture2DArray_Texture2D_Float4","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture2DArray_Texture2D_Int324","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture2DArray_Texture2D_Uint324","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture2DArray_Texture3D_Float4","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture2DArray_Texture3D_Int324","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture2DArray_Texture3D_Uint324","Global","SF_Compute","1","358"
"FCopyTextureCS_Texture2D_Texture2DArray_Float4","Global","SF_Compute","1","359"
"FCopyTextureCS_Texture2D_Texture2DArray_Int324","Global","SF_Compute","1","359"
"FCopyTextureCS_Texture2D_Texture2DArray_Uint324","Global","SF_Compute","1","359"
"FCopyTextureCS_Texture2D_Texture2D_Float4","Global","SF_Compute","1","359"
"FCopyTextureCS_Texture2D_Texture2D_Int324","Global","SF_Compute","1","359"
"FCopyTextureCS_Texture2D_Texture2D_Uint324","Global","SF_Compute","1","359"
"FCopyTextureCS_Texture2D_Texture3D_Float4","Global","SF_Compute","1","359"
"FCopyTextureCS_Texture2D_Texture3D_Int324","Global","SF_Compute","1","359"
"FCopyTextureCS_Texture2D_Texture3D_Uint324","Global","SF_Compute","1","359"
"FCopyTextureCS_Texture3D_Texture2DArray_Float4","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture3D_Texture2DArray_Int324","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture3D_Texture2DArray_Uint324","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture3D_Texture2D_Float4","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture3D_Texture2D_Int324","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture3D_Texture2D_Uint324","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture3D_Texture3D_Float4","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture3D_Texture3D_Int324","Global","SF_Compute","1","348"
"FCopyTextureCS_Texture3D_Texture3D_Uint324","Global","SF_Compute","1","348"
"FCopyToCubeFaceVS","Global","SF_Vertex","1","551"
"FCopyUIntBufferCS","Global","SF_Compute","1","341"
"FCopyVelocityGridCS","Global","SF_Compute","1","371"
"FCopyWindowCS","Global","SF_Compute","1","616"
"FCreateSparseVoxelBLAS","Global","SF_Compute","1","733"
"FCropDistortionDisplacementMapCS","Global","SF_Compute","1","282"
"FCrosshairOverlayPS","Global","SF_Pixel","1","474"
"FCubeDownsampleMaxPS","Global","SF_Pixel","1","828"
"FCubeDownsamplePS","Global","SF_Pixel","1","1006"
"FCubeFilterPS","Global","SF_Pixel","1","1661"
"FCubemapTexturePropertiesPS","Global","SF_Pixel","4","2886"
"FCubemapTexturePropertiesVS","Global","SF_Vertex","1","404"
"FCullObjectsForShadowCS","Global","SF_Compute","2","1873"
"FCullObjectsForViewCS","Global","SF_Compute","1","1068"
"FCullObjectsToClipmapCS","Global","SF_Compute","2","1722"
"FCullObjectsToGridCS","Global","SF_Compute","1","1150"
"FDebugAlphaChannelCS","Global","SF_Compute","1","488"
"FDebugTranslucencyLightingVolumeCS","Global","SF_Compute","1","2772"
"FDebugVariableRateShadingCS","Global","SF_Compute","1","648"
"FDebugVariableRateShadingPS","Global","SF_Pixel","1","504"
"FDeepShadowCreateViewInfoCS","Global","SF_Compute","1","3502"
"FDeepShadowVisualizePS","Global","SF_Pixel","2","1265"
"FDeferredDecalVS","Global","SF_Vertex","1","298"
"FDeferredLightHairVS","Global","SF_Vertex","1","583"
"FDeferredLightOverlapPS","Global","SF_Pixel","2","1328"
"FDeferredLightPS","Global","SF_Pixel","302","3209626"
"FDeferredLightVS","Global","SF_Vertex","2","1523"
"FDeformGuideCS","Global","SF_Compute","5","3778"
"FDesaturatePS","Global","SF_Pixel","1","277"
"FDeviceEncodingOnlyCS","Global","SF_Compute","3","10920"
"FDeviceEncodingOnlyPS","Global","SF_Pixel","3","10687"
"FDiaphragmDOFBuildBokehLUTCS","Global","SF_Compute","6","4670"
"FDiaphragmDOFCocDilateCS","Global","SF_Compute","9","18703"
"FDiaphragmDOFCocFlattenCS","Global","SF_Compute","4","3244"
"FDiaphragmDOFDownsampleCS","Global","SF_Compute","2","1425"
"FDiaphragmDOFGatherCS","Global","SF_Compute","82","320789"
"FDiaphragmDOFHybridScatterPS","Global","SF_Pixel","12","18989"
"FDiaphragmDOFHybridScatterVS","Global","SF_Vertex","2","2440"
"FDiaphragmDOFPostfilterCS","Global","SF_Compute","8","5896"
"FDiaphragmDOFRecombineCS","Global","SF_Compute","42","138472"
"FDiaphragmDOFReduceCS","Global","SF_Compute","21","42542"
"FDiaphragmDOFScatterGroupPackCS","Global","SF_Compute","3","1605"
"FDiaphragmDOFSetupCS","Global","SF_Compute","6","9478"
"FDiffuseIndirectCompositePS","Global","SF_Pixel","33","131529"
"FDilateExistenceMaskCS","Global","SF_Compute","1","395"
"FDisplacementMapBlendPS","Global","SF_Pixel","4","3079"
"FDistanceFieldAOUpsamplePS","Global","SF_Pixel","2","2146"
"FDistanceFieldShadowingCS","Global","SF_Compute","288","975463"
"FDistanceFieldShadowingUpsamplePS","Global","SF_Pixel","2","1692"
"FDistortionApplyScreenPS","Global","SF_Pixel","2","899"
"FDistortionMergeScreenPS","Global","SF_Pixel","4","1416"
"FDitheredTransitionStencilCS","Global","SF_Compute","1","491"
"FDitheredTransitionStencilPS","Global","SF_Pixel","1","383"
"FDownsampleCS","Global","SF_Compute","2","946"
"FDownsampleCubeFaceCS","Global","SF_Compute","1","1142"
"FDownsampleDepthPS","Global","SF_Pixel","3","1835"
"FDownsampleIntegrateCubemapIlluminancePS","Global","SF_Pixel","1","818"
"FDownsampleLightShaftsPixelShader","Global","SF_Pixel","2","1434"
"FDownsampleLightShaftsVertexShader","Global","SF_Vertex","1","551"
"FDownsampleMajorantVoxelGridCS","Global","SF_Compute","1","820"
"FDownsamplePS","Global","SF_Pixel","2","879"
"FDownsampleSceneColorCS","Global","SF_Compute","1","389"
"FDrawDebugStrandsCVsCS","Global","SF_Compute","1","3443"
"FDrawDistortionDisplacementMapCS","Global","SF_Compute","3","4370"
"FDrawTexturePS","Global","SF_Pixel","1","306"
"FDumpTextureCS","Global","SF_Compute","3","723"
"FExponentialHeightFogPS","Global","SF_Pixel","32","86743"
"FExrSwizzlePS","Global","SF_Pixel","12","14141"
"FExrSwizzleVS","Global","SF_Vertex","1","461"
"FEyeAdaptationCS","Global","SF_Compute","2","6322"
"FFXAAPS","Global","SF_Pixel","12","21595"
"FFillMipsConditionBufferCS","Global","SF_Compute","1","277"
"FFillSTDisplacementMapPS","Global","SF_Pixel","1","284"
"FFillSTDisplacementMapVS","Global","SF_Vertex","1","566"
"FFillTextureCS","Global","SF_Compute","1","334"
"FFilmGrainPackConstantsCS","Global","SF_Compute","1","298"
"FFilmGrainReduceCS","Global","SF_Compute","1","512"
"FFilterCS","Global","SF_Compute","132","96884"
"FFilterHistoryPS","Global","SF_Pixel","2","1411"
"FFilterPS","Global","SF_Pixel","132","90025"
"FFilterSceneColorCS","Global","SF_Compute","1","482"
"FFilterTranslucentVolumeCS","Global","SF_Compute","3","2290"
"FFilterVS","Global","SF_Vertex","16","8289"
"FFinishOcclusionPixelShader","Global","SF_Pixel","1","529"
"FFirstPersonSelfShadowBlurPS","Global","SF_Pixel","1","1386"
"FFirstPersonSelfShadowInputsDownsamplePS","Global","SF_Pixel","1","1301"
"FFirstPersonSelfShadowTracingPS","Global","SF_Pixel","6","13624"
"FFirstPersonSelfShadowUpsamplePS","Global","SF_Pixel","1","1005"
"FFusionBlendCS","Global","SF_Compute","2","947"
"FFusionSetupCS","Global","SF_Compute","1","3223"
"FGLTFSimpleElementNormalMapPS","Global","SF_Pixel","1","402"
"FGLTFSimpleTexture2DPS","Global","SF_Pixel","1","229"
"FGPUDebugCrashUtilsCS","Global","SF_Compute","2","557"
"FGPUMorphNormalizeCS","Global","SF_Compute","1","541"
"FGPUMorphUpdateCS","Global","SF_Compute","1","1968"
"FGPUSceneSetInstancePrimitiveIdCS","Global","SF_Compute","1","966"
"FGSComplexTransformCS","Global","SF_Compute","12","42372"
"FGSConvolutionWithTextureCS","Global","SF_Compute","12","68092"
"FGSTwoForOneTransformCS","Global","SF_Compute","12","69459"
"FGTAOHorizonSearchAndIntegrateCS","Global","SF_Compute","10","33664"
"FGTAOHorizonSearchCS","Global","SF_Compute","5","20280"
"FGTAOInnerIntegratePS","Global","SF_Pixel","1","1821"
"FGTAOSpatialFilterCS","Global","SF_Compute","1","1339"
"FGTAOTemporalFilterCS","Global","SF_Compute","1","1375"
"FGTAOUpsamplePS","Global","SF_Pixel","1","478"
"FGatherMarkedVoxelsCS","Global","SF_Compute","1","417"
"FGenerateConservativeDepthBufferCS","Global","SF_Compute","1","1267"
"FGenerateDistanceFieldAssetStreamingRequestsCS","Global","SF_Compute","1","498"
"FGenerateMin3D","Global","SF_Compute","1","514"
"FGenerateMipCS","Global","SF_Compute","1","711"
"FGenerateMips3D","Global","SF_Compute","1","394"
"FGenerateMipsCS","Global","SF_Compute","4","1586"
"FGenerateMipsIndirectCS","Global","SF_Compute","4","1586"
"FGenerateMipsPS","Global","SF_Pixel","1","316"
"FGenerateMipsVS","Global","SF_Vertex","1","278"
"FGeneratePaniniUVDisplacementCS","Global","SF_Compute","1","1194"
"FGenerateRasterTiles","Global","SF_Compute","2","1035"
"FGenerateRayMarchingTiles","Global","SF_Compute","4","9009"
"FGeometryAwareUpsamplePS","Global","SF_Pixel","1","1510"
"FGlobalDistanceFieldAccumulateUpdatedPagesCS","Global","SF_Compute","1","292"
"FGlobalDistanceFieldPageStatsCS","Global","SF_Compute","1","745"
"FGroomCacheUpdatePassCS","Global","SF_Compute","1","1212"
"FGroupShardSubFFTPassCS","Global","SF_Compute","1","1817"
"FHMDDistortionPS","Global","SF_Pixel","1","439"
"FHMDDistortionVS","Global","SF_Vertex","1","450"
"FHZBBuildCS","Global","SF_Compute","36","30053"
"FHZBBuildPS","Global","SF_Pixel","2","884"
"FHZBTestPS","Global","SF_Pixel","1","2200"
"FHairAttributeDebugCS","Global","SF_Compute","1","2966"
"FHairCardsDeformationCS","Global","SF_Compute","2","3223"
"FHairClusterAABBCS","Global","SF_Compute","2","2118"
"FHairClusterCullArgsCS","Global","SF_Compute","1","463"
"FHairClusterCullCS","Global","SF_Compute","5","6629"
"FHairCountToCoverageCS","Global","SF_Compute","2","811"
"FHairCoverageLUTCS","Global","SF_Compute","1","323"
"FHairDOFDepthPS","Global","SF_Pixel","1","512"
"FHairDebugPS","Global","SF_Pixel","1","1633"
"FHairEnvironmentAO","Global","SF_Pixel","2","5151"
"FHairEnvironmentLightingPS","Global","SF_Pixel","10","62075"
"FHairEnvironmentLightingVS","Global","SF_Vertex","1","583"
"FHairFollicleMaskPS","Global","SF_Pixel","1","502"
"FHairFollicleMaskVS","Global","SF_Vertex","2","1264"
"FHairHoldoutPS","Global","SF_Pixel","1","242"
"FHairInitMeshSamplesCS","Global","SF_Compute","2","1100"
"FHairInterpolationCS","Global","SF_Compute","96","214526"
"FHairLUTCS","Global","SF_Compute","2","3906"
"FHairLightSampleClearPS","Global","SF_Pixel","1","310"
"FHairLightSampleClearVS","Global","SF_Vertex","1","565"
"FHairMacroGroupAABBCS","Global","SF_Compute","1","1382"
"FHairMeshesInterpolateCS","Global","SF_Compute","1","655"
"FHairPatchAttributeCS","Global","SF_Compute","2","1321"
"FHairRaytracingGeometryCS","Global","SF_Compute","4","6880"
"FHairResourceTransitionPass","Global","SF_Compute","5","2477"
"FHairStrandCopyPositionCS","Global","SF_Compute","1","464"
"FHairStrandTextureClearCS","Global","SF_Compute","1","887"
"FHairStrandTextureCopyCS","Global","SF_Compute","1","333"
"FHairStrandTextureDilationCS","Global","SF_Compute","1","1182"
"FHairStrandsClearTransmittanceMaskCS","Global","SF_Compute","1","249"
"FHairStrandsDeepShadowMaskPS","Global","SF_Pixel","5","12621"
"FHairStrandsDeepShadowTransmittanceMaskCS","Global","SF_Compute","2","10353"
"FHairStrandsEmitHitProxyIdPS","Global","SF_Pixel","1","681"
"FHairStrandsEmitSelectionPS","Global","SF_Pixel","1","658"
"FHairStrandsPlotBSDFPS","Global","SF_Pixel","1","1799"
"FHairStrandsPlotSamplePS","Global","SF_Pixel","1","3235"
"FHairStrandsPositionChangedCS","Global","SF_Compute","1","1873"
"FHairStrandsShadowDepthInjectionPS","Global","SF_Pixel","1","2202"
"FHairStrandsShadowDepthInjectionVS","Global","SF_Vertex","1","931"
"FHairStrandsTextureCS","Global","SF_Compute","1","4773"
"FHairStrandsTexturePS","Global","SF_Pixel","1","418"
"FHairStrandsTextureVS","Global","SF_Vertex","1","666"
"FHairStrandsTileCopyArgsPassCS","Global","SF_Compute","1","607"
"FHairStrandsTileDebugPassPS","Global","SF_Pixel","1","455"
"FHairStrandsTileGenerationPassCS","Global","SF_Compute","2","1929"
"FHairStrandsTilePassVS","Global","SF_Vertex","1","550"
"FHairStrandsVoxelShadowMaskPS","Global","SF_Pixel","2","5788"
"FHairStrandsVoxelTransmittanceMaskCS","Global","SF_Compute","16","56563"
"FHairTangentCS","Global","SF_Compute","2","2073"
"FHairTileClearCS","Global","SF_Compute","1","423"
"FHairTranscodeCS","Global","SF_Compute","2","1545"
"FHairUpdateMeshSamplesCS","Global","SF_Compute","1","589"
"FHairUpdateMeshTriangleCS","Global","SF_Compute","4","7406"
"FHairUpdatePositionOffsetCS","Global","SF_Compute","4","1104"
"FHairVelocityCS","Global","SF_Compute","7","6659"
"FHairViewTransmittanceDepthPS","Global","SF_Pixel","2","379"
"FHairVisibilityCompactionComputeRasterCS","Global","SF_Compute","4","5370"
"FHairVisibilityComposeSamplePS","Global","SF_Pixel","2","4175"
"FHairVisibilityControlPointIdCompactionCS","Global","SF_Compute","14","19725"
"FHairVisibilityDepthPS","Global","SF_Pixel","4","2274"
"FHairVisibilityFastResolveMaskPS","Global","SF_Pixel","1","281"
"FHairVisibilityFillOpaqueDepthPS","Global","SF_Pixel","1","305"
"FHairVisibilityGBufferWritePS","Global","SF_Pixel","2","2073"
"FHardwareVideoDecodingPS","Global","SF_Pixel","1","595"
"FHardwareVideoDecodingPassThroughPS","Global","SF_Pixel","1","251"
"FHardwareVideoDecodingVS","Global","SF_Vertex","1","354"
"FHardwareVideoDecodingY416PS","Global","SF_Pixel","1","578"
"FHardwareVideoDecodingYCoCgAlphaPS","Global","SF_Pixel","1","562"
"FHardwareVideoDecodingYCoCgPS","Global","SF_Pixel","1","596"
"FHdrCustomResolve2xPS","Global","SF_Pixel","1","444"
"FHdrCustomResolve4xPS","Global","SF_Pixel","1","496"
"FHdrCustomResolve8xPS","Global","SF_Pixel","1","495"
"FHdrCustomResolveFMask2xPS","Global","SF_Pixel","1","503"
"FHdrCustomResolveFMask4xPS","Global","SF_Pixel","1","502"
"FHdrCustomResolveFMask8xPS","Global","SF_Pixel","1","503"
